          Index             Ts             Tr          Value,
           6701            0.0        148.167        1.22966,
           6702            0.0            148        1.23009,
           6703            0.0        147.833        1.23052,
           6704            0.0        147.667        1.23096,
           6705            0.0          147.5        1.23137,
           6706            0.0        147.333         1.2318,
           6707            0.0        147.167        1.23222,
           6708            0.0            147        1.23265,
           6709            0.0        146.833        1.23311,
           6710            0.0        146.667        1.23355,
           6711            0.0          146.5          1.234,
           6712            0.0        146.333        1.23446,
           6713            0.0        146.167        1.23496,
           6714            0.0            146        1.23546,
           6715            0.0        145.833        1.23595,
           6716            0.0        145.667        1.23643,
           6717            0.0          145.5        1.23691,
           6718            0.0        145.333        1.23739,
           6719            0.0        145.167        1.23788,
           6720            0.0            145        1.23838,
           6721            0.0        144.833        1.23883,
           6722            0.0        144.667        1.23929,
           6723            0.0          144.5        1.23974,
           6724            0.0        144.333        1.24019,
           6725            0.0        144.167        1.24063,
           6726            0.0            144        1.24105,
           6727            0.0        143.833        1.24148,
           6728            0.0        143.667        1.24191,
           6729            0.0          143.5        1.24228,
           6730            0.0        143.333        1.24266,
           6731            0.0        143.167        1.24306,
           6732            0.0            143        1.24347,
           6733            0.0        142.833        1.24387,
           6734            0.0        142.667        1.24431,
           6735            0.0          142.5        1.24473,
           6736            0.0        142.333        1.24515,
           6737            0.0        142.167        1.24558,
           6738            0.0            142          1.246,
           6739            0.0        141.833        1.24643,
           6740            0.0        141.667        1.24684,
           6741            0.0          141.5        1.24723,
           6742            0.0        141.333        1.24764,
           6743            0.0        141.167        1.24804,
           6744            0.0            141        1.24843,
           6745            0.0        140.833        1.24884,
           6746            0.0        140.667        1.24927,
           6747            0.0          140.5        1.24972,
           6748            0.0        140.333        1.25017,
           6749            0.0        140.167        1.25064,
           6750            0.0            140         1.2511,
           6751            0.0        139.833        1.25155,
           6752            0.0        139.667          1.252,
           6753            0.0          139.5        1.25244,
           6754            0.0        139.333        1.25288,
           6755            0.0        139.167        1.25331,
           6756            0.0            139        1.25373,
           6757            0.0        138.833        1.25414,
           6758            0.0        138.667        1.25456,
           6759            0.0          138.5        1.25497,
           6760            0.0        138.333        1.25535,
           6761            0.0        138.167        1.25572,
           6762            0.0            138         1.2561,
           6763            0.0        137.833        1.25648,
           6764            0.0        137.667        1.25686,
           6765            0.0          137.5        1.25722,
           6766            0.0        137.333         1.2576,
           6767            0.0        137.167        1.25798,
           6768            0.0            137        1.25836,
           6769            0.0        136.833        1.25878,
           6770            0.0        136.667        1.25918,
           6771            0.0          136.5        1.25958,
           6772            0.0        136.333        1.25998,
           6773            0.0        136.167        1.26039,
           6774            0.0            136         1.2608,
           6775            0.0        135.833        1.26121,
           6776            0.0        135.667        1.26161,
           6777            0.0          135.5          1.262,
           6778            0.0        135.333        1.26238,
           6779            0.0        135.167        1.26274,
           6780            0.0            135        1.26308,
           6781            0.0        134.833        1.26339,
           6782            0.0        134.667        1.26369,
           6783            0.0          134.5        1.26399,
           6784            0.0        134.333        1.26427,
           6785            0.0        134.167        1.26453,
           6786            0.0            134        1.26482,
           6787            0.0        133.833        1.26515,
           6788            0.0        133.667        1.26548,
           6789            0.0          133.5         1.2659,
           6790            0.0        133.333        1.26631,
           6791            0.0        133.167        1.26671,
           6792            0.0            133         1.2671,
           6793            0.0        132.833        1.26751,
           6794            0.0        132.667        1.26789,
           6795            0.0          132.5        1.26827,
           6796            0.0        132.333        1.26864,
           6797            0.0        132.167        1.26892,
           6798            0.0            132        1.26925,
           6799            0.0        131.833        1.26958,
           6800            0.0        131.667        1.26992,
           6801            0.0          131.5        1.27026,
           6802            0.0        131.333        1.27059,
           6803            0.0        131.167        1.27091,
           6804            0.0            131        1.27124,
           6805            0.0        130.833        1.27158,
           6806            0.0        130.667        1.27192,
           6807            0.0          130.5        1.27226,
           6808            0.0        130.333        1.27261,
           6809            0.0        130.167        1.27297,
           6810            0.0            130        1.27332,
           6811            0.0        129.833        1.27368,
           6812            0.0        129.667        1.27403,
           6813            0.0          129.5        1.27441,
           6814            0.0        129.333        1.27482,
           6815            0.0        129.167        1.27522,
           6816            0.0            129        1.27561,
           6817            0.0        128.833        1.27602,
           6818            0.0        128.667        1.27638,
           6819            0.0          128.5        1.27675,
           6820            0.0        128.333        1.27713,
           6821            0.0        128.167        1.27748,
           6822            0.0            128        1.27787,
           6823            0.0        127.833        1.27829,
           6824            0.0        127.667        1.27872,
           6825            0.0          127.5        1.27919,
           6826            0.0        127.333         1.2796,
           6827            0.0        127.167        1.27998,
           6828            0.0            127        1.28036,
           6829            0.0        126.833        1.28069,
           6830            0.0        126.667        1.28104,
           6831            0.0          126.5         1.2814,
           6832            0.0        126.333        1.28176,
           6833            0.0        126.167        1.28215,
           6834            0.0            126        1.28255,
           6835            0.0        125.833        1.28295,
           6836            0.0        125.667        1.28337,
           6837            0.0          125.5        1.28383,
           6838            0.0        125.333        1.28426,
           6839            0.0        125.167        1.28469,
           6840            0.0            125        1.28511,
           6841            0.0        124.833        1.28553,
           6842            0.0        124.667        1.28596,
           6843            0.0          124.5         1.2864,
           6844            0.0        124.333        1.28683,
           6845            0.0        124.167        1.28729,
           6846            0.0            124        1.28778,
           6847            0.0        123.833        1.28828,
           6848            0.0        123.667         1.2888,
           6849            0.0          123.5        1.28934,
           6850            0.0        123.333        1.28986,
           6851            0.0        123.167         1.2904,
           6852            0.0            123        1.29095,
           6853            0.0        122.833        1.29149,
           6854            0.0        122.667        1.29203,
           6855            0.0          122.5        1.29258,
           6856            0.0        122.333        1.29313,
           6857            0.0        122.167        1.29367,
           6858            0.0            122        1.29424,
           6859            0.0        121.833        1.29484,
           6860            0.0        121.667        1.29548,
           6861            0.0          121.5        1.29617,
           6862            0.0        121.333        1.29686,
           6863            0.0        121.167        1.29754,
           6864            0.0            121        1.29823,
           6865            0.0        120.833        1.29898,
           6866            0.0        120.667         1.2997,
           6867            0.0          120.5        1.30044,
           6868            0.0        120.333        1.30121,
           6869            0.0        120.167        1.30199,
           6870            0.0            120         1.3028,
           6871            0.0        119.833        1.30362,
           6872            0.0        119.667        1.30445,
           6873            0.0          119.5        1.30526,
           6874            0.0        119.333        1.30615,
           6875            0.0        119.167          1.307,
           6876            0.0            119        1.30783,
           6877            0.0        118.833        1.30863,
           6878            0.0        118.667        1.30936,
           6879            0.0          118.5        1.31011,
           6880            0.0        118.333        1.31086,
           6881            0.0        118.167        1.31162,
           6882            0.0            118        1.31233,
           6883            0.0        117.833        1.31307,
           6884            0.0        117.667        1.31382,
           6885            0.0          117.5        1.31457,
           6886            0.0        117.333        1.31539,
           6887            0.0        117.167        1.31622,
           6888            0.0            117        1.31707,
           6889            0.0        116.833        1.31795,
           6890            0.0        116.667        1.31888,
           6891            0.0          116.5         1.3198,
           6892            0.0        116.333        1.32074,
           6893            0.0        116.167        1.32169,
           6894            0.0            116         1.3227,
           6895            0.0        115.833        1.32369,
           6896            0.0        115.667         1.3247,
           6897            0.0          115.5        1.32574,
           6898            0.0        115.333        1.32684,
           6899            0.0        115.167        1.32794,
           6900            0.0            115        1.32903,
           6901            0.0        114.833        1.33012,
           6902            0.0        114.667        1.33129,
           6903            0.0          114.5        1.33247,
           6904            0.0        114.333         1.3337,
           6905            0.0        114.167        1.33496,
           6906            0.0            114        1.33632,
           6907            0.0        113.833        1.33764,
           6908            0.0        113.667        1.33899,
           6909            0.0          113.5        1.34036,
           6910            0.0        113.333        1.34186,
           6911            0.0        113.167        1.34334,
           6912            0.0            113        1.34483,
           6913            0.0        112.833        1.34635,
           6914            0.0        112.667        1.34799,
           6915            0.0          112.5        1.34963,
           6916            0.0        112.333        1.35133,
           6917            0.0        112.167        1.35308,
           6918            0.0            112        1.35503,
           6919            0.0        111.833        1.35699,
           6920            0.0        111.667        1.35906,
           6921            0.0          111.5        1.36121,
           6922            0.0        111.333        1.36379,
           6923            0.0        111.167        1.36632,
           6924            0.0            111        1.36881,
           6925            0.0        110.833         1.3714,
           6926            0.0        110.667        1.37499,
           6927            0.0          110.5         1.3798,
           6928            0.0        110.333        1.38798,
           6929            0.0        110.167        1.40102,
           6930            0.0            110        1.42519,
           6931            0.0        109.833        1.44787,
           6932            0.0        109.667        1.46502,
           6933            0.0          109.5        1.47755,
           6934            0.0        109.333        1.47543,
           6935            0.0        109.167        1.46892,
           6936            0.0            109        1.46128,
           6937            0.0        108.833        1.45379,
           6938            0.0        108.667        1.44637,
           6939            0.0          108.5        1.43904,
           6940            0.0        108.333        1.43318,
           6941            0.0        108.167        1.42791,
           6942            0.0            108        1.42325,
           6943            0.0        107.833        1.41864,
           6944            0.0        107.667        1.41444,
           6945            0.0          107.5        1.41071,
           6946            0.0        107.333        1.40741,
           6947            0.0        107.167        1.40405,
           6948            0.0            107        1.40085,
           6949            0.0        106.833         1.3978,
           6950            0.0        106.667        1.39541,
           6951            0.0          106.5        1.39287,
           6952            0.0        106.333        1.39043,
           6953            0.0        106.167        1.38809,
           6954            0.0            106        1.38629,
           6955            0.0        105.833        1.38439,
           6956            0.0        105.667        1.38256,
           6957            0.0          105.5        1.38079,
           6958            0.0        105.333        1.37942,
           6959            0.0        105.167        1.37794,
           6960            0.0            105         1.3765,
           6961            0.0        104.833        1.37511,
           6962            0.0        104.667        1.37396,
           6963            0.0          104.5        1.37279,
           6964            0.0        104.333        1.37166,
           6965            0.0        104.167        1.37058,
           6966            0.0            104        1.36971,
           6967            0.0        103.833        1.36879,
           6968            0.0        103.667        1.36788,
           6969            0.0          103.5          1.367,
           6970            0.0        103.333        1.36625,
           6971            0.0        103.167        1.36546,
           6972            0.0            103        1.36469,
           6973            0.0        102.833        1.36396,
           6974            0.0        102.667        1.36331,
           6975            0.0          102.5        1.36265,
           6976            0.0        102.333        1.36203,
           6977            0.0        102.167        1.36142,
           6978            0.0            102         1.3609,
           6979            0.0        101.833        1.36034,
           6980            0.0        101.667         1.3598,
           6981            0.0          101.5        1.35927,
           6982            0.0        101.333        1.35883,
           6983            0.0        101.167        1.35838,
           6984            0.0            101        1.35794,
           6985            0.0        100.833        1.35752,
           6986            0.0        100.667        1.35725,
           6987            0.0          100.5        1.35694,
           6988            0.0        100.333        1.35662,
           6989            0.0        100.167        1.35631,
           6990            0.0            100         1.3561,
           6991            0.0        99.8333        1.35587,
           6992            0.0        99.6667        1.35564,
           6993            0.0           99.5        1.35542,
           6994            0.0        99.3333        1.35523,
           6995            0.0        99.1667        1.35503,
           6996            0.0             99        1.35483,
           6997            0.0        98.8333        1.35464,
           6998            0.0        98.6667        1.35445,
           6999            0.0           98.5        1.35428,
           7000            0.0        98.3333        1.35412,
           7001            0.0        98.1667        1.35396,
           7002            0.0             98        1.35381,
           7003            0.0        97.8333        1.35365,
           7004            0.0        97.6667        1.35348,
           7005            0.0           97.5        1.35331,
           7006            0.0        97.3333        1.35313,
           7007            0.0        97.1667        1.35296,
           7008            0.0             97        1.35282,
           7009            0.0        96.8333        1.35269,
           7010            0.0        96.6667        1.35259,
           7011            0.0           96.5        1.35248,
           7012            0.0        96.3333        1.35237,
           7013            0.0        96.1667        1.35226,
           7014            0.0             96        1.35219,
           7015            0.0        95.8333        1.35211,
           7016            0.0        95.6667        1.35202,
           7017            0.0           95.5        1.35193,
           7018            0.0        95.3333        1.35184,
           7019            0.0        95.1667        1.35176,
           7020            0.0             95        1.35168,
           7021            0.0        94.8333        1.35162,
           7022            0.0        94.6667        1.35155,
           7023            0.0           94.5        1.35147,
           7024            0.0        94.3333        1.35137,
           7025            0.0        94.1667        1.35126,
           7026            0.0             94        1.35117,
           7027            0.0        93.8333        1.35113,
           7028            0.0        93.6667        1.35109,
           7029            0.0           93.5        1.35104,
           7030            0.0        93.3333        1.35104,
           7031            0.0        93.1667        1.35101,
           7032            0.0             93        1.35097,
           7033            0.0        92.8333        1.35094,
           7034            0.0        92.6667        1.35087,
           7035            0.0           92.5        1.35079,
           7036            0.0        92.3333        1.35072,
           7037            0.0        92.1667        1.35064,
           7038            0.0             92        1.35058,
           7039            0.0        91.8333        1.35055,
           7040            0.0        91.6667        1.35054,
           7041            0.0           91.5        1.35054,
           7042            0.0        91.3333        1.35057,
           7043            0.0        91.1667        1.35057,
           7044            0.0             91        1.35058,
           7045            0.0        90.8333        1.35062,
           7046            0.0        90.6667        1.35069,
           7047            0.0           90.5        1.35076,
           7048            0.0        90.3333        1.35082,
           7049            0.0        90.1667        1.35088,
           7050            0.0             90        1.35101,
           7051            0.0        89.8333        1.35111,
           7052            0.0        89.6667         1.3512,
           7053            0.0           89.5        1.35129,
           7054            0.0        89.3333        1.35137,
           7055            0.0        89.1667        1.35143,
           7056            0.0             89        1.35149,
           7057            0.0        88.8333        1.35154,
           7058            0.0        88.6667         1.3516,
           7059            0.0           88.5        1.35167,
           7060            0.0        88.3333        1.35173,
           7061            0.0        88.1667        1.35178,
           7062            0.0             88         1.3519,
           7063            0.0        87.8333        1.35201,
           7064            0.0        87.6667        1.35212,
           7065            0.0           87.5        1.35224,
           7066            0.0        87.3333         1.3524,
           7067            0.0        87.1667        1.35252,
           7068            0.0             87        1.35264,
           7069            0.0        86.8333        1.35274,
           7070            0.0        86.6667        1.35281,
           7071            0.0           86.5        1.35287,
           7072            0.0        86.3333        1.35294,
           7073            0.0        86.1667        1.35303,
           7074            0.0             86        1.35311,
           7075            0.0        85.8333        1.35321,
           7076            0.0        85.6667        1.35331,
           7077            0.0           85.5        1.35341,
           7078            0.0        85.3333        1.35357,
           7079            0.0        85.1667        1.35371,
           7080            0.0             85        1.35384,
           7081            0.0        84.8333        1.35395,
           7082            0.0        84.6667        1.35404,
           7083            0.0           84.5         1.3541,
           7084            0.0        84.3333        1.35417,
           7085            0.0        84.1667        1.35424,
           7086            0.0             84        1.35429,
           7087            0.0        83.8333        1.35436,
           7088            0.0        83.6667        1.35442,
           7089            0.0           83.5        1.35448,
           7090            0.0        83.3333        1.35459,
           7091            0.0        83.1667        1.35467,
           7092            0.0             83        1.35475,
           7093            0.0        82.8333        1.35485,
           7094            0.0        82.6667        1.35495,
           7095            0.0           82.5        1.35504,
           7096            0.0        82.3333        1.35512,
           7097            0.0        82.1667        1.35519,
           7098            0.0             82        1.35526,
           7099            0.0        81.8333         1.3553,
           7100            0.0        81.6667        1.35531,
           7101            0.0           81.5         1.3553,
           7102            0.0        81.3333         1.3552,
           7103            0.0        81.1667        1.35513,
           7104            0.0             81        1.35505,
           7105            0.0        80.8333        1.35495,
           7106            0.0        80.6667        1.35481,
           7107            0.0           80.5        1.35468,
           7108            0.0        80.3333        1.35451,
           7109            0.0        80.1667        1.35434,
           7110            0.0             80        1.35417,
           7111            0.0        79.8333        1.35397,
           7112            0.0        79.6667        1.35373,
           7113            0.0           79.5        1.35345,
           7114            0.0        79.3333        1.35309,
           7115            0.0        79.1667        1.35274,
           7116            0.0             79         1.3524,
           7117            0.0        78.8333        1.35206,
           7118            0.0        78.6667        1.35174,
           7119            0.0           78.5         1.3515,
           7120            0.0        78.3333        1.35131,
           7121            0.0        78.1667        1.35114,
           7122            0.0             78        1.35116,
           7123            0.0        77.8333        1.35112,
           7124            0.0        77.6667        1.35108,
           7125            0.0           77.5        1.35105,
           7126            0.0        77.3333         1.3511,
           7127            0.0        77.1667         1.3511,
           7128            0.0             77        1.35108,
           7129            0.0        76.8333        1.35105,
           7130            0.0        76.6667        1.35103,
           7131            0.0           76.5        1.35098,
           7132            0.0        76.3333        1.35093,
           7133            0.0        76.1667        1.35089,
           7134            0.0             76        1.35083,
           7135            0.0        75.8333        1.35081,
           7136            0.0        75.6667         1.3508,
           7137            0.0           75.5        1.35079,
           7138            0.0        75.3333        1.35083,
           7139            0.0        75.1667        1.35085,
           7140            0.0             75        1.35086,
           7141            0.0        74.8333        1.35087,
           7142            0.0        74.6667         1.3509,
           7143            0.0           74.5        1.35092,
           7144            0.0        74.3333        1.35093,
           7145            0.0        74.1667        1.35093,
           7146            0.0             74        1.35093,
           7147            0.0        73.8333        1.35092,
           7148            0.0        73.6667        1.35092,
           7149            0.0           73.5        1.35091,
           7150            0.0        73.3333        1.35089,
           7151            0.0        73.1667         1.3509,
           7152            0.0             73        1.35093,
           7153            0.0        72.8333        1.35098,
           7154            0.0        72.6667        1.35106,
           7155            0.0           72.5        1.35114,
           7156            0.0        72.3333        1.35124,
           7157            0.0        72.1667        1.35133,
           7158            0.0             72        1.35142,
           7159            0.0        71.8333        1.35155,
           7160            0.0        71.6667        1.35167,
           7161            0.0           71.5        1.35177,
           7162            0.0        71.3333        1.35187,
           7163            0.0        71.1667        1.35194,
           7164            0.0             71        1.35202,
           7165            0.0        70.8333         1.3521,
           7166            0.0        70.6667        1.35217,
           7167            0.0           70.5        1.35222,
           7168            0.0        70.3333        1.35227,
           7169            0.0        70.1667        1.35231,
           7170            0.0             70        1.35236,
           7171            0.0        69.8333        1.35243,
           7172            0.0        69.6667        1.35248,
           7173            0.0           69.5         1.3525,
           7174            0.0        69.3333         1.3525,
           7175            0.0        69.1667        1.35251,
           7176            0.0             69        1.35254,
           7177            0.0        68.8333         1.3526,
           7178            0.0        68.6667        1.35268,
           7179            0.0           68.5        1.35276,
           7180            0.0        68.3333        1.35285,
           7181            0.0        68.1667        1.35293,
           7182            0.0             68        1.35301,
           7183            0.0        67.8333        1.35313,
           7184            0.0        67.6667        1.35324,
           7185            0.0           67.5        1.35336,
           7186            0.0        67.3333        1.35348,
           7187            0.0        67.1667        1.35363,
           7188            0.0             67        1.35379,
           7189            0.0        66.8333        1.35395,
           7190            0.0        66.6667        1.35409,
           7191            0.0           66.5        1.35427,
           7192            0.0        66.3333        1.35442,
           7193            0.0        66.1667        1.35456,
           7194            0.0             66        1.35471,
           7195            0.0        65.8333        1.35483,
           7196            0.0        65.6667        1.35496,
           7197            0.0           65.5         1.3551,
           7198            0.0        65.3333        1.35525,
           7199            0.0        65.1667        1.35541,
           7200            0.0             65        1.35557,
           7201            0.0        64.8333        1.35573,
           7202            0.0        64.6667         1.3559,
           7203            0.0           64.5        1.35609,
           7204            0.0        64.3333        1.35628,
           7205            0.0        64.1667        1.35645,
           7206            0.0             64        1.35662,
           7207            0.0        63.8333         1.3568,
           7208            0.0        63.6667        1.35697,
           7209            0.0           63.5        1.35714,
           7210            0.0        63.3333        1.35731,
           7211            0.0        63.1667        1.35746,
           7212            0.0             63        1.35761,
           7213            0.0        62.8333        1.35778,
           7214            0.0        62.6667        1.35794,
           7215            0.0           62.5        1.35811,
           7216            0.0        62.3333        1.35827,
           7217            0.0        62.1667        1.35844,
           7218            0.0             62        1.35862,
           7219            0.0        61.8333        1.35881,
           7220            0.0        61.6667          1.359,
           7221            0.0           61.5        1.35921,
           7222            0.0        61.3333        1.35945,
           7223            0.0        61.1667        1.35983,
           7224            0.0             61        1.36026,
           7225            0.0        60.8333        1.36079,
           7226            0.0        60.6667        1.36139,
           7227            0.0           60.5        1.36245,
           7228            0.0        60.3333        1.36355,
           7229            0.0        60.1667        1.36482,
           7230            0.0             60        1.36626,
           7231            0.0        59.8333        1.36835,
           7232            0.0        59.6667        1.37024,
           7233            0.0           59.5        1.37253,
           7234            0.0        59.3333        1.37505,
           7235            0.0        59.1667        1.37851,
           7236            0.0             59        1.38194,
           7237            0.0        58.8333        1.38576,
           7238            0.0        58.6667        1.39003,
           7239            0.0           58.5        1.39476,
           7240            0.0        58.3333        1.39935,
           7241            0.0        58.1667        1.40401,
           7242            0.0             58          1.409,
           7243            0.0        57.8333        1.41492,
           7244            0.0        57.6667        1.42084,
           7245            0.0           57.5        1.42705,
           7246            0.0        57.3333         1.4335,
           7247            0.0        57.1667        1.44093,
           7248            0.0             57        1.44835,
           7249            0.0        56.8333        1.45605,
           7250            0.0        56.6667        1.46397,
           7251            0.0           56.5         1.4728,
           7252            0.0        56.3333        1.48161,
           7253            0.0        56.1667        1.49069,
           7254            0.0             56        1.50003,
           7255            0.0        55.8333        1.51024,
           7256            0.0        55.6667         1.5204,
           7257            0.0           55.5        1.53128,
           7258            0.0        55.3333        1.54242,
           7259            0.0        55.1667        1.55677,
           7260            0.0             55        1.57293,
           7261            0.0        54.8333        1.59234,
           7262            0.0        54.6667        1.61547,
           7263            0.0           54.5         1.6512,
           7264            0.0        54.3333        1.69752,
           7265            0.0        54.1667        1.76028,
           7266            0.0             54        1.83655,
           7267            0.0        53.8333        1.95852,
           7268            0.0        53.6667        2.11369,
           7269            0.0           53.5        2.31411,
           7270            0.0        53.3333        2.54862,
           7271            0.0        53.1667        2.87094,
           7272            0.0             53        3.23275,
           7273            0.0        52.8333        3.62641,
           7274            0.0        52.6667        4.03209,
           7275            0.0           52.5        4.40046,
           7276            0.0        52.3333        4.70691,
           7277            0.0        52.1667        4.92037,
           7278            0.0             52         5.0626,
           7279            0.0        51.8333         5.0327,
           7280            0.0        51.6667        4.93206,
           7281            0.0           51.5        4.76761,
           7282            0.0        51.3333         4.5688,
           7283            0.0        51.1667        4.32612,
           7284            0.0             51        4.08016,
           7285            0.0        50.8333        3.83869,
           7286            0.0        50.6667        3.60354,
           7287            0.0           50.5         3.3916,
           7288            0.0        50.3333        3.19392,
           7289            0.0        50.1667        3.01296,
           7290            0.0             50        2.84329,
           7291            0.0        49.8333        2.69918,
           7292            0.0        49.6667        2.56674,
           7293            0.0           49.5        2.44697,
           7294            0.0        49.3333        2.33554,
           7295            0.0        49.1667        2.24196,
           7296            0.0             49        2.15609,
           7297            0.0        48.8333        2.07854,
           7298            0.0        48.6667        2.00631,
           7299            0.0           48.5        1.94584,
           7300            0.0        48.3333        1.89045,
           7301            0.0        48.1667        1.84056,
           7302            0.0             48        1.79437,
           7303            0.0        47.8333        1.75673,
           7304            0.0        47.6667        1.72121,
           7305            0.0           47.5        1.68908,
           7306            0.0        47.3333        1.66053,
           7307            0.0        47.1667        1.63621,
           7308            0.0             47        1.61365,
           7309            0.0        46.8333        1.59345,
           7310            0.0        46.6667        1.57475,
           7311            0.0           46.5        1.55911,
           7312            0.0        46.3333        1.54463,
           7313            0.0        46.1667        1.53151,
           7314            0.0             46         1.5188,
           7315            0.0        45.8333        1.50752,
           7316            0.0        45.6667        1.49641,
           7317            0.0           45.5        1.48596,
           7318            0.0        45.3333        1.47618,
           7319            0.0        45.1667        1.46706,
           7320            0.0             45        1.45799,
           7321            0.0        44.8333        1.44933,
           7322            0.0        44.6667        1.44113,
           7323            0.0           44.5        1.43336,
           7324            0.0        44.3333        1.42541,
           7325            0.0        44.1667         1.4179,
           7326            0.0             44        1.41065,
           7327            0.0        43.8333        1.40397,
           7328            0.0        43.6667        1.39739,
           7329            0.0           43.5        1.39404,
           7330            0.0        43.3333         1.3963,
           7331            0.0        43.1667        1.39801,
           7332            0.0             43        1.39475,
           7333            0.0        42.8333        1.38981,
           7334            0.0        42.6667         1.3845,
           7335            0.0           42.5        1.37887,
           7336            0.0        42.3333         1.3737,
           7337            0.0        42.1667        1.36864,
           7338            0.0             42        1.36372,
           7339            0.0        41.8333        1.35885,
           7340            0.0        41.6667        1.35416,
           7341            0.0           41.5        1.35005,
           7342            0.0        41.3333        1.34621,
           7343            0.0        41.1667        1.34461,
           7344            0.0             41        1.34474,
           7345            0.0        40.8333        1.34361,
           7346            0.0        40.6667        1.34098,
           7347            0.0           40.5        1.33791,
           7348            0.0        40.3333        1.33552,
           7349            0.0        40.1667        1.33312,
           7350            0.0             40        1.33064,
           7351            0.0        39.8333        1.32839,
           7352            0.0        39.6667        1.32615,
           7353            0.0           39.5        1.32401,
           7354            0.0        39.3333        1.32194,
           7355            0.0        39.1667        1.32006,
           7356            0.0             39        1.31821,
           7357            0.0        38.8333        1.31651,
           7358            0.0        38.6667        1.31493,
           7359            0.0           38.5        1.31363,
           7360            0.0        38.3333        1.31224,
           7361            0.0        38.1667        1.31096,
           7362            0.0             38         1.3098,
           7363            0.0        37.8333        1.30897,
           7364            0.0        37.6667        1.30802,
           7365            0.0           37.5        1.30701,
           7366            0.0        37.3333        1.30597,
           7367            0.0        37.1667        1.30502,
           7368            0.0             37        1.30392,
           7369            0.0        36.8333        1.30274,
           7370            0.0        36.6667        1.30153,
           7371            0.0           36.5        1.30031,
           7372            0.0        36.3333        1.29896,
           7373            0.0        36.1667        1.29785,
           7374            0.0             36        1.29692,
           7375            0.0        35.8333        1.29612,
           7376            0.0        35.6667        1.29579,
           7377            0.0           35.5        1.29526,
           7378            0.0        35.3333        1.29468,
           7379            0.0        35.1667        1.29408,
           7380            0.0             35        1.29361,
           7381            0.0        34.8333        1.29298,
           7382            0.0        34.6667        1.29232,
           7383            0.0           34.5        1.29165,
           7384            0.0        34.3333        1.29076,
           7385            0.0        34.1667        1.28998,
           7386            0.0             34        1.28922,
           7387            0.0        33.8333        1.28846,
           7388            0.0        33.6667        1.28782,
           7389            0.0           33.5        1.28725,
           7390            0.0        33.3333         1.2867,
           7391            0.0        33.1667        1.28614,
           7392            0.0             33        1.28564,
           7393            0.0        32.8333        1.28507,
           7394            0.0        32.6667        1.28452,
           7395            0.0           32.5        1.28398,
           7396            0.0        32.3333         1.2834,
           7397            0.0        32.1667        1.28286,
           7398            0.0             32        1.28228,
           7399            0.0        31.8333        1.28163,
           7400            0.0        31.6667        1.28102,
           7401            0.0           31.5        1.28039,
           7402            0.0        31.3333        1.27987,
           7403            0.0        31.1667        1.27943,
           7404            0.0             31        1.27903,
           7405            0.0        30.8333        1.27864,
           7406            0.0        30.6667         1.2782,
           7407            0.0           30.5        1.27774,
           7408            0.0        30.3333        1.27738,
           7409            0.0        30.1667         1.2769,
           7410            0.0             30        1.27636,
           7411            0.0        29.8333         1.2758,
           7412            0.0        29.6667        1.27504,
           7413            0.0           29.5        1.27438,
           7414            0.0        29.3333        1.27373,
           7415            0.0        29.1667        1.27307,
